gliederungsschluessel,gliederungsebene,name,url
10600300,KV,Hamburg-Eimsbüttel,http://www.gruene-eimsbuettel.de
10600400,KV,Hamburg-Harburg,http://www.gruene-harburg.de
10600500,KV,Hamburg-Mitte,http://www.gruenemitte.com/
10600600,KV,Hamburg-Nord,http://www.gruene-nord.de
10600700,KV,Hamburg-Wandsbek,http://www.gruene-wandsbek.de/index.php?id=7
10700000,LV,Hessen,http://www.gruene-hessen.de
10700100,KV,Bergstraße,http://www.gruene-bergstrasse.de
10700105,OV,Bensheim,http://gruene-bensheim.de/
10700110,OV,Birkenau,http://www.gruene-birkenau.de/
10700111,OV,Bürstadt,
10700117,OV,Einhausen,
10700121,OV,Fürth/Bergstraße,
10700124,OV,Grasellenbach,
10700128,OV,Heppenheim,http://www.gl-heppenheim.de
10700143,OV,Lautertal,http://www.gl-lautertal.de/
10700144,OV,Lampertheim,
10700145,OV,Lindenfels,
10700146,OV,Lorsch,http://www.gruene-lorsch.de
10700148,OV,Mörlenbach,http://www.gruene-moerlenbach.de
10700150,OV,Neckarsteinach,
10700167,OV,Rimbach,
10700183,OV,Viernheim,www.gruene-viernheim.de
10700186,OV,Wald-Michelbach,
10700187,OV,Zwingenberg,http://www.gud-zwingenberg.de/
10700200,KV,Darmstadt,http://www.gruene-darmstadt.de/kreisverband
10700300,KV,Darmstadt-Dieburg,http://www.gruene-dadi.de
10700301,OV,Alsbach-Hähnlein,
10700305,OV,Babenhausen,http://www.gruene-babenhausen.de
10700312,OV,Dieburg,www.gruene-dieburg.de
10700318,OV,Erzhausen,
10700320,OV,Fischbachtal,
10700324,OV,Griesheim,http://www.gruene-griesheim.de
10700325,OV,Groß-Bieberau,
10700326,OV,Groß-Umstadt,http://www.gruene-umstadt.de
10700327,OV,Groß-Zimmern,
10700348,OV,Messel,
10700349,OV,Modautal,
10700350,OV,Mühltal,http://gruene-muehltal.de
10700351,OV,Münster,
10700356,OV,Ober-Ramstadt,http://www.bfo-gruene.de
10700357,OV,Otzberg,
10700361,OV,Pfungstadt,
10700367,OV,Reinheim,http://www.gruene-reinheim.de
10700368,OV,Roßdorf,http://www.gruene-rossdorf.de
10700372,OV,Seeheim-Jugenheim,
10700386,OV,Weiterstadt,
10700400,KV,Frankfurt,http://www.gruene-frankfurt.de
10700401,OV,Frankfurt-Süd,
10700405,OV,Bergen-Enkheim,
10700406,OV,Bockenheim,
10700407,OV,Bornheim,
10700410,OV,Eckenheim/Bonames,
10700412,OV,Kalbach,
10700413,OV,Nieder-Erlenbach,
10700415,OV,Niedereschbach,
10700417,OV,Eschersheim,
10700420,OV,Fechenheim,
10700428,OV,Harheim,
10700429,OV,Heddernheim,
10700430,OV,Höchst,
10700432,OV,Frankfurt-Innenstadt,
10700453,OV,Nordend,
10700467,OV,Rödelheim,
10700500,KV,Fulda,http://www.gruene-fulda.de
10700600,KV,Gießen,http://kreis.gruene-giessen.de/
10700601,OV,Fernwald,http://www.gruene-fernwald.de
10700602,OV,Allendorf/Lumda,
10700605,OV,Biebertal,
10700606,OV,Buseck,
10700624,OV,Gießen,http://www.gruene-giessen.de/index.php?category=23&set=1
10700625,OV,Grünberg,
10700628,OV,Heuchelheim,www.gruene-heuchelheim.de
10700629,OV,Hungen,
10700644,OV,Langgöns,
10700645,OV,Laubach,
10700646,OV,Lich,
10700647,OV,Linden,
10700648,OV,Lollar,
10700661,OV,Pohlheim,
10700667,OV,Rabenau,
10700668,OV,Reiskirchen,
10700671,OV,Staufenberg,
10700686,OV,Wettenberg,
10700700,KV,Groß-Gerau,http://www.gg-gruene.de
10700705,OV,Biebesheim,www.gruene-biebesheim.de
10700706,OV,Bischofsheim,http://www.galb.de
10700707,OV,Büttelborn,http://www.glb-im-web.de
10700724,OV,Ginsheim-Gustavsburg,http://www.gruene-gigu.de
10700725,OV,Groß-Gerau,http://gruene-ovgrossgerau.de
10700748,OV,Mörfelden-Walldorf,http://www.gruene-mw.de
10700753,OV,Nauheim,
10700767,OV,Raunheim,http://www.gruene-raunheim.de
10700768,OV,Riedstadt,http://www.gruene-liste-riedstadt.de
10700769,OV,Rüsselsheim,http://www.gruene-ruesselsheim.de
10700771,OV,Stockstadt,
10700776,OV,Trebur,http://www.glttrebur.de
10700777,OV,Gernsheim,http://www.gruene-gernsheim.de
10700800,KV,Hersfeld-Rotenburg,http://www.gruene-hersfeld-rotenburg.de
10700801,OV,Alheim-Rotenburg,
10700802,OV,Wildeck,
10700803,OV,Schenklengsfeld,
10700805,OV,Bad Hersfeld,
10700853,OV,Niederaula,http://www.gruene-niederaula.de
10700900,KV,Hochtaunus,http://www.gruene-hochtaunus.de
10700905,OV,Bad Homburg,http://www.gruene-bad-homburg.de
10700920,OV,Friedrichsdorf,
10700925,OV,Grävenwiesbach,http://www.gruene-hochtaunus.de/39.html
10700939,OV,Königstein/Glashütten,http://www.gruene-glashuetten.de
10700940,OV,Kronberg,
10700956,OV,Oberursel,http://www.gruene-oberursel.de
10700971,OV,Usinger Land,
10700972,OV,Steinbach,
10701000,KV,Kassel-Land,http://www.gruene-landkreis-kassel.de
10701001,OV,Ahnatal,
10701002,OV,Lossetal,
10701003,OV,Söhre,
10701004,OV,Bad Emstal,
10701005,OV,Baunatal,
10701006,OV,Wesertal,
10701017,OV,Espenau,
10701021,OV,Fuldatal,http://www.gruene-fuldatal.de
10701024,OV,Grebenstein,
10701053,OV,Niestetal,http://www.gruene-niestetal.de/
10701071,OV,Schauenburg,
10701083,OV,Vellmar,http://www.gruene-vellmar.de
10701087,OV,Wolfhagen,http://www.gruene-wolfhagen.de
10701100,KV,Kassel-Stadt,http://www.gruene-kassel.de
10701200,KV,Lahn-Dill,http://www.gruene-lahn-dill.de
10701201,OV,Asslar,
10701202,OV,Driedorf,
10701203,OV,Ehringshausen,
10701204,OV,Bischoffen,
10701205,OV,Braunfels,http://www.gruene-lahn-dill.de/gruene_braunfels.16251.0.html#19031
10701212,OV,Dillenburg,http://www.gruene-dillenburg.de
10701228,OV,Haiger,
10701229,OV,Herborn,http://www.gruene-herborn.de
10701230,OV,Hohenahr,
10701231,OV,Hüttenberg,
10701244,OV,Lahnau,www.gruene-lahnau.de
10701245,OV,Leun,
10701248,OV,Mittenaar,
10701271,OV,Schöffengrund,
10701272,OV,Siegbach,
10701273,OV,Sinn,
10701274,OV,Solms,
10701286,OV,Waldsolms,
10701287,OV,Wetzlar,
10701300,KV,Limburg-Weilburg,http://www.gruene-limburg-weilburg.de
10701305,OV,Bad Camberg,http://www.gruene-badcamberg.de
10701306,OV,Elz,
10701329,OV,Limburg,
10701344,OV,Limburg-Dietkirchen,
10701348,OV,Mengerskirchen,http://www.gruene-limburg-weilburg.de/_alt_26_02_2004/mengersk/mengki.htm
10701349,OV,Merenberg,http://www.gruene-limburg-weilburg.de/_alt_26_02_2004/merenber/merberg.htm
10701367,OV,Runkel,
10701386,OV,Weilburg,
10701388,OV,Weinbach,http://www.gruene-limburg-weilburg.de/_alt_26_02_2004/weinbach/weinbach.htm
10701400,KV,Main-Kinzig,http://www.gruene-main-kinzig.de
10701405,OV,Birstein,http://www.gruene-birstein.de
10701406,OV,Brachttal,http://www.gruene-brachttal.de
10701407,OV,Bruchköbel,http://www.gruene-bruchkoebel.de
10701417,OV,Erlensee,http://www.gruene-erlensee.de
10701420,OV,Freigericht,http://www.gruene-freigericht.de
10701422,OV,Gelnhausen,
10701425,OV,Großkrotzenburg,
10701427,OV,Gründau,
10701429,OV,Hanau,http://www.gruene-hanau.de/joomla
10701444,OV,Langenselbold,
10701445,OV,Linsengericht,
10701448,OV,Maintal,http://www.gruene-maintal.de
10701453,OV,Neuberg,
10701454,OV,Nidderau,http://www.gruene-nidderau.de
10701455,OV,Niederdorfelden,http://www.gruene-niederdorfelden.de
10701467,OV,Rodenbach,
10701471,OV,Schlüchtern,http://www.gruene-schluechtern.de
10701472,OV,Schöneck,http://www.gruene-schoeneck.de
10701486,OV,Wächtersbach,
10701500,KV,Main-Taunus,http://www.gruene-mtk.de
10701505,OV,Bad Soden,http://www.gruene-bad-soden.de
10701517,OV,Eppstein,
10701518,OV,Eschborn,
10701520,OV,Flörsheim GAL,
10701528,OV,Hattersheim,
10701539,OV,Kelkheim,
10701540,OV,Kriftel,http://www.gruene-kriftel.de
10701544,OV,Liederbach,
10701571,OV,Schwalbach,
10701580,OV,Hochheim,
10701581,OV,Hofheim,
10701582,OV,Sulzbach,
10701600,KV,Marburg-Biedenkopf,http://www.gruene-marburg.de
10701610,OV,Cölbe,
10701617,OV,Ebsdorfergrund,
10701624,OV,Gladenbach,
10701639,OV,Kirchhain,http://www.gruene-kirchhain.de
10701644,OV,Lahntal,http://www.gruene-lahntal.de
10701645,OV,Marburg,http://www.gruene-marburg.de/stadtverband_marburg.12692.0.html
10701667,OV,Rauschenberg,
10701671,OV,Stadtallendorf,
10701686,OV,Weimar,
10701687,OV,Wetter,
10701688,OV,Wohratal,
10701700,KV,Odenwald,http://www.gruene-odenwald.de
10701701,OV,Breuberg,
10701705,OV,Beerfelden,
10701706,OV,Brombachtal,
10701717,OV,Erbach,http://www.gruene-odenwald.de/erbach
10701726,OV,Hesseneck,
10701728,OV,Höchst,
10701729,OV,Michelstadt,
10701730,OV,Reichelsheim,http://www.gr
10701800,KV,Offenbach-Land,http://www.gruene-offenbach-land.de
10701812,OV,Dietzenbach,
10701813,OV,Dreieich,http://www.gruene-dreieich.de
10701817,OV,Egelsbach,
10701828,OV,Hainburg,
10701829,OV,Heusenstamm,http://www.gruene-heusenstamm.de
10701844,OV,Langen,http://www.gruene-langen.de
10701848,OV,Mühlheim,http://www.gruene-muehlheim.de
10701853,OV,Neu-Isenburg,
10701856,OV,Obertshausen,http://www.gruene-obertshausen.de
10701867,OV,Rödermark,http://www.gruene-roedermark.de
10701871,OV,Seligenstadt,
10701872,OV,Rodgau,http://www.gruene-rodgau.de
10701900,KV,Offenbach-Stadt,http://www.gruene-offenbach.de
10702000,KV,Rheingau-Taunus,http://www.gruene-rtk.de
10702001,OV,Aarbergen,
10702005,OV,Bad Schwalbach,
10702017,OV,Eltville,http://www.gruene-eltville.de
10702024,OV,Geisenheim,http://www.gruene-geisenheim.de
10702028,OV,Heidenrod,
10702029,OV,Hohenstein,
10702030,OV,Hünstetten,
10702032,OV,Idstein,http://www.gruene-idstein.de
10702039,OV,Kiedrich,
10702044,OV,Lorch,
10702053,OV,Niedernhausen,http://www.gruene-niedernhausen.de/home/
10702056,OV,Oestrich-Winkel,http://www.gruene-oestrich-winkel.de
10702067,OV,Rüdesheim,
10702071,OV,Schlangenbad,http://www.gruene-schlangenbad.de
10702076,OV,Taunusstein,http://www.gruene-taunusstein.de
10702086,OV,Waldems,http://www.gruene-waldems.de
10702087,OV,Walluf,
10702100,KV,Schwalm-Eder,http://www.gruene-schwalm-eder.de
10702105,OV,Bad Zwesten,http://www.gruenebadzwesten.de
10702106,OV,Borken,
10702117,OV,Edermünde,http://www.gruene-edermuende.de
10702120,OV,Felsberg,http://www.gruene-felsberg.de
10702122,OV,Fritzlar,
10702124,OV,Gudensberg,
10702125,OV,Guxhagen,
10702128,OV,Homberg,http://www.gruene-homberg.de
10702129,OV,Jesberg,
10702139,OV,Knüllwald,
10702148,OV,Melsungen,
10702149,OV,Morschen,
10702150,OV,Neukirchen,
10702153,OV,Niedenstein,http://www.gruene-niedenstein.de
10702171,OV,Schwalmstadt,http://www.gruene-schwalmstadt.de
10702200,KV,Vogelsberg,http://www.gruene-vogelsberg.de
10702201,OV,Alsfeld,
10702239,OV,Kirtorf,
10702244,OV,Lauterbach,
10702248,OV,Mücke,
10702271,OV,Schotten,
10702300,KV,Waldeck-Frankenberg,http://www.gruene-waldeck-frankenberg.de
10702305,OV,Bad Arolsen,
10702306,OV,Bad Wildungen,
10702317,OV,Edertal,
10702320,OV,Frankenberg,http://www.gruene-frankenberg.de
10702339,OV,Korbach,http://www.gruene-korbach.de
10702344,OV,Lichtenfels,
10702376,OV,Twistetal,
10702383,OV,Vöhl,
10702384,OV,Volkmarsen,
10702386,OV,Waldeck,www.gruene-waldeck.de
10702400,KV,Werra-Meißner,http://www.gruene-werra-meissner.de
10702405,OV,Bad Sooden-Allendorf,
10702417,OV,Eschwege,
10702448,OV,Meißner,
10702453,OV,Neu-Eichenberg,
10702471,OV,Sontra,
10702486,OV,Waldkappel,
10702487,OV,Witzenhausen,
10702488,OV,Hessisch Lichtenau,
10702500,KV,Wetterau,http://www.gruene-wetterau.de
10702501,OV,Altenstadt,
10702502,OV,Reichelsheim/ Wetterau,
10702505,OV,Bad Nauheim,
10702506,OV,Bad Vilbel,
10702507,OV,Butzbach,
10702508,OV,Büdingen,
10702515,OV,Echzell,
10702520,OV,Florstadt,
10702521,OV,Friedberg,http://www.gruene-friedberg.de
10702539,OV,Karben,
10702544,OV,Limeshain,
10702548,OV,Münzenberg,
10702553,OV,Nidda,
10702554,OV,Niddatal,
10702556,OV,Ober-Mörlen,
10702567,OV,Ranstadt,
10702568,OV,Rosbach,http://www.gruene-rosbach.de
10702569,OV,Rockenberg,
10702586,OV,Wölfersheim,http://www.gruene-wetterau.de/gruene_woelfersheim/index.html
10702600,KV,Wiesbaden,http://www.gruene-wiesbaden.de
10800000,LV,Mecklenburg-Vorpommern,http://www.m-v.gruene.de
10800300,KV,Vorpommern-Greifswald,http://www.gruene-vorpommern-greifswald.de
10800600,KV,Mecklenburgische Seenplatte,http://www.gruene-seenplatte.de
10800601,OV,Neubrandenburg,http://www.gruene-neubrandenburg.de
10800602,OV,Malchow,
10800603,OV,Röbel,
10800604,OV,Waren,
10800605,OV,Mecklenburg-Strelitz,
10800606,OV,Demmin,
10801000,KV,Nordwestmecklenburg/Wismar,http://gruene-nordwestmecklenburg.de
10801300,KV,Rostock,http://www.gruene-rostock.de
10801500,KV,Schwerin,http://www.gruene-schwerin.de
10801600,KV,Vorpommern-Rügen,http://www.gruene-vorpommern-ruegen.de/
10801601,OV,Nordvorpommern,http://www.gruene-vorpommern-ruegen.de/Nordvorpommern.3093.0.html
10801602,OV,Rügen,http://www.gruene-vorpommern-ruegen.de/
10801603,OV,Stralsund,http://www.gruene-vorpommern-ruegen.de/Stralsund.3092.0.html
10801700,KV,Landkreis Rostock,http://www.gruene-landkreis-rostock.de
10801701,OV,Kreis Bad Doberan,
10801800,KV,Ludwigslust-Parchim,http://www.gruene-ludwigslust-parchim.de
10900000,LV,Niedersachsen,http://www.gruene-niedersachsen.de
10900100,KV,Ammerland,http://www.gruene-ammerland.de
10900101,OV,Apen,
10900102,OV,Edewecht,www.gruene-edewecht.de
10900103,OV,Bad Zwischenahn,http://www.gruene-zwischenahn.de
10900104,OV,Wiefelstede,http://www.gruene-wiefelstede.de
10900105,OV,Rastede,http://www.gruene-rastede.de
10900106,OV,Westerstede,http://www.gruene-wst.de
10900200,KV,Aurich-Norden,http://www.gruene-aurich.de
10900201,OV,Aurich,http://www.gruene-ov-aurich.de
10900202,OV,Brookmerland/Hinte/Südbrookmerland,
10900206,OV,Norden,http://gruene-norden.de/
10900208,OV,Norderney,
10900210,OV,Krummhörn,http://gruene-krummhoern.de
10900211,OV,Hage,
10900300,KV,Braunschweig,http://www.gruene-braunschweig.de
10900301,OV,Regionalverband Braunschweig,
10900400,KV,Celle,http://www.gruene-celle.de
10900401,OV,Celle,http://www.gruene-celle.de
10900402,OV,Nordkreis Celle,http://www.gruene-celle.de/ortsverbaende/bergen-fassberg-hermannsburg-unterluess/
10900403,OV,Winsen(Aller)/ Wietze/ Hambühren,
10900404,OV,Wathlingen,
10900407,OV,Eschede/Lachendorf,
10900500,KV,Cloppenburg,http://www.gruene-cloppenburg.de
10900600,KV,Cuxhaven,http://www.gruene-cuxhaven.de
10900602,OV,Bederkesa-Langen,
10900603,OV,Beverstedt,http://www.gruene-beverstedt.de
10900604,OV,Cuxhaven,http://www.cux-gruene.de/
10900605,OV,Hagen,
10900606,OV,Hemmoor-Lamstedt,
10900611,OV,Hadeln/Dobrock,
10900612,OV,Schiffdorf-Loxstedt,
10900700,KV,Delmenhorst,http://www.gruenedelmenhorst.de
10900800,KV,Diepholz,http://www.gruene-diepholz.de
10900801,OV,Barnstorf,
10900802,OV,Bassum,
10900803,OV,Bruchhausen-Vilsen,http://www.gruene-diepholz.de/kreisverband/ortsverband-bruchhausen-vilsen/
10900804,OV,Diepholz,
10900807,OV,Stuhr,
10900808,OV,Sulingen,
10900809,OV,Syke,www.gruene-diepholz.de/KV/OV-Syke.de
10900811,OV,Weyhe,
10900900,KV,Emden,http://www.gruene-emden.de
10901000,KV,Emsland-Nord,http://www.gruene-eln.de
10901001,OV,Papenburg,
10901100,KV,Emsland-Süd,http://www.gruene-els.de
10901104,OV,Lingen,
10901105,OV,Meppen,
10901200,KV,Friesland,http://www.gruene-friesland.de/
10901300,KV,Gifhorn,http://www.gruene-gifhorn.de
10901301,OV,SG Brome/ SG Boldecker Land,www.gruene-ov-brome.de
10901303,OV,Gifhorn,http://www.gruene-gifhorn.de/gruene/ov-gifhorn/
10901304,OV,Hankensbüttel,
10901305,OV,Isenbüttel,http://www.gruene-gifhorn.de/ov-samtgemeinde-isenbuettel/
10901306,OV,Meinersen,
10901307,OV,Papenteich,
10901400,KV,Göttingen,http://www.gruene-goettingen.de
10901401,OV,Adelebsen,
10901402,OV,Bovenden,
10901403,OV,Dransfeld,http://www.gruene-goettingen.de/ortsverbaende/ov-dransfeld/
10901404,OV,Gleichen,http://www.gruene-gleichen.de
10901405,OV,Göttingen,http://www.gruene-goe.de/ov_goe.php
10901406,OV,Hann.-Münden,
10901408,OV,Rosdorf,http://www.gruene-rosdorf.de
10901409,OV,Staufenberg,
10901410,OV,Untereichsfeld,
10901411,OV,Friedland,
10901413,OV,Altkreis Osterode,http://www.gruene-osterode.de
10901500,KV,Goslar,http://www.gruene-goslar.de
10901503,OV,Goslar-Vienenburg,
10901600,KV,Grafschaft Bentheim,http://www.gruene-grafschaft.de
10901601,OV,Bad Bentheim,http://www.gruene-grafschaft.de/bad-bentheim
10901603,OV,Nordhorn,
10901604,OV,Schüttorf,http://www.gruene-schuettorf.de/home/
10901700,KV,Hameln-Pyrmont,http://www.gruene-hameln-pyrmont.de
10901705,OV,Hameln,http://www.gruene-hameln.de
10901706,OV,Hessisch Oldendorf,
10901708,OV,Bad Pyrmont,
10901800,KV,Hannover,http://www.gruene-hannover.de
10901801,OV,Barsinghausen,http://gruene-barsinghausen.de/
10901802,OV,Burgdorf,http://www.gruene-hannover.de/land/burgdorf/index.html
10901803,OV,Burgwedel,
10901804,OV,Garbsen,http://www.gruene.de/garbsen
10901805,OV,Gehrden,http://www.gruene-gehrden.de
10901806,OV,Hemmingen,
10901807,OV,Isernhagen,http://www.gruene-isernhagen.de
10901808,OV,Laatzen,
10901809,OV,Langenhagen,http://www.gruene-langenhagen.de
10901810,OV,Lehrte,http://www.gruene-lehrte.de
10901811,OV,Neustadt,http://www.gruene-nrue.de
10901812,OV,Pattensen,
10901813,OV,Ronnenberg,http://www.gruene-ronnenberg.de
10901814,OV,Seelze,http://www.gruene-hannover.de/vorort/land/seelze
10901815,OV,Sehnde,http://www.gruene-sehnde.de
10901816,OV,Springe,http://www.gruene-springe.de
10901817,OV,Uetze,http://www.gruene-uetze.de
10901818,OV,Wedemark,http://www.gruenewedemark.de
10901819,OV,Wennigsen,http://www.gruene-wennigsen.de
10901820,OV,Wunstorf,http://www.gruene-wunstorf.com/
10901821,OV,Hannover,http://www.gruene-hannover.de/stadt
10902000,KV,Harburg-Land,http://www.gruene-kreis-harburg.de
10902001,OV,Buchholz,http://www.gruene-buchholz.de
10902003,OV,Hollenstedt,http://gruene-hollenstedt.de/
10902004,OV,Jesteburg,http://www.gruene-jesteburg.de
10902005,OV,Neu Wulmstorf,http://www.gruene-neuwulmstorf.de
10902006,OV,Rosengarten,http://www.gruene-rosengarten.de
10902007,OV,Salzhausen/Hanstedt,
10902008,OV,Stelle,
10902009,OV,Tostedt,http://www.gruene-tostedt.de
10902010,OV,Winsen/Luhe-Elbmarsch,http://www.gruene-winsen.de
10902011,OV,Seevetal,http://www.gruene-seevetal.de
10902100,KV,Helmstedt,http://www.gruene-helmstedt.de
10902200,KV,Hildesheim,http://www.gruene.de/hildesheim
10902205,OV,Hildesheim,
10902207,OV,Hildesheim Südkreis,
10902208,OV,Nordstemmen,
10902300,KV,Holzminden,http://www.gruene-holzminden.de/home/
10902400,KV,Leer/Ostfriesland,http://www.grueneleer.de
10902402,OV,Leer,http://www.gruene-stadt-leer.de
10902403,OV,Moormerland,http://www.gruene-moormerland.de
10902404,OV,Overledingerland,
10902405,OV,Rheiderland,
10902500,KV,Lüchow-Dannenberg,http://www.gruene-luechow-dannenberg.de/gruene/
10902505,OV,Elbtalaue,
10902600,KV,Lüneburg,http://www.gruene-lueneburg.de
10902603,OV,Amelinghausen,http://www.gruene-amelinghausen.de
10902604,OV,Bardowick,http://www.gruene-bardowick.de
10902605,OV,Bleckede,
10902606,OV,Dahlenburg,
10902607,OV,Gellersen,
10902608,OV,Ilmenau,
10902609,OV,Lüneburg,http://www.gruene-lueneburg.de
10902610,OV,Ostheide,
10902611,OV,Scharnebeck/Adendorf,
10902700,KV,Nienburg,http://www.gruene-nienburg.de
10902701,OV,Hoya,
10902704,OV,Nienburg,http://www.gruene-nienburg.de
10902705,OV,Rehburg-Loccum,http://www.gruene-rehburg-loccum.de
10902706,OV,Steimbke,
10902707,OV,Uchte,
10902708,OV,Marklohe,
10902710,OV,Mittelweser,http://gruene-nienburg.de/ortsverbaende/mittelweser
10902711,OV,Steyerberg,
10902712,OV,Liebenau,
10902713,OV,Heemsen,http://www.gruene-nienburg.de/ortsverband-heemsen
10902800,KV,Northeim/Einbeck,http://www.gruene-northeim-einbeck.de
10902803,OV,Einbeck,http://www.gruene-northeim-einbeck.de/gruene-vor-ort/einbeck/
10902808,OV,Dassel,
10902809,OV,Northeim,
10902900,KV,Oldenburg-Land,http://www.gruene-oldenburg-land.de
10902902,OV,Ganderkesee,
10902903,OV,Harpstedt,
10902905,OV,Hude,http://www.gruene-oldenburg-land.de/ov-hude/
10902906,OV,Wardenburg,
10902907,OV,Wildeshausen,
10903000,KV,Oldenburg-Stadt,http://www.gruene-oldenburg.de
10903100,KV,Osnabrück-Land,http://www.gruene-os-land.de
10903101,OV,Artland,
10903102,OV,Bad Essen,
10903103,OV,Bad Iburg,
10903104,OV,Bad Laer,
10903105,OV,Bad Rothenfelde,
10903106,OV,Belm,
10903107,OV,Bersenbrück,www.die-gruenen-bsb.de
10903108,OV,Bissendorf,
10903109,OV,Bohmte,
10903110,OV,Bramsche,www.gruene-bramsche.de
10903111,OV,Dissen,
10903112,OV,Fürstenau,
10903113,OV,Georgsmarienhütte,
10903114,OV,Glandorf,
10903115,OV,Hagen,http://www.diegrueneninhagenatw.de/
10903116,OV,Hasbergen,
10903117,OV,Hilter,
10903118,OV,Melle,www.gruenemelle.de
10903119,OV,Neuenkirchen,
10903120,OV,Ostercappeln,
10903121,OV,Wallenhorst,
10903200,KV,Osnabrück-Stadt,http://www.gruene-os.de
10903300,KV,Osterholz,http://www.gruene-osterholz.de
10903302,OV,Lilienthal,http://www.gruene-osterholz.de/ortsverband-lilienthal/home/
10903303,OV,Osterholz-Scharmbeck,http://www.gruene-osterholz.de
10903304,OV,Ritterhude,
10903305,OV,Schwanewede,
10903306,OV,Grasberg,http://www.gruene-osterholz.de/ortsverband-grasberg/
10903500,KV,Peine,www.gruene-peine.de
10903501,OV,Edemissen,http://www.gruene-edemissen.de
10903502,OV,Hohenhameln,
10903503,OV,Fuhsetal,
10903505,OV,Peine,
10903507,OV,Vechelde/Wendeburg,
10903600,KV,Rotenburg/Wümme,http://www.gruene-kv-rotenburg.de
10903602,OV,Bremervörde,
10903603,OV,Fintel,
10903604,OV,Rotenburg/Wümme,
10903605,OV,Scheeßel,http://diegruenen-scheessel.de
10903606,OV,Sottrum,
10903607,OV,Visselhövede,
10903608,OV,Zeven,
10903609,OV,Tarmstedt,
10903700,KV,Salzgitter,www.gruene-salzgitter.de
10903800,KV,Schaumburg,http://gruene-schaumburg.de/aktuelles/
10903805,OV,Bückeburg,http://www.gruene-bueckeburg.de
10903900,KV,Heidekreis,http://www.gruene-heidekreis.de
10903901,OV,Bad Fallingbostel,
10903903,OV,Schneverdingen,
10903906,OV,Walsrode-Bomlitz,http://www.gruene-niedersachsen.de/walsrode
10904000,KV,Stade,http://www.gruene-kv-stade.de
10904001,OV,Buxtehude-Apensen,
10904002,OV,Fredenbeck,http://www.gruene-fredenbeck.de/
10904003,OV,Harsefeld,http://www.gruene-harsefeld.de
10904004,OV,Horneburg,
10904005,OV,Jork,www.gruene-jork.de
10904006,OV,Lühe,
10904007,OV,Himmelpforten/Oldendorf,
10904008,OV,Stade,http://www.gruene-ov-stade.de
10904100,KV,Uelzen,http://www.gruene-uelzen.de/
10904200,KV,Vechta,http://www.gruene-vechta.de
10904202,OV,Visbek,
10904300,KV,Verden,http://www.gruene-kv-verden.de
10904301,OV,Achim,http://www.gruene-achim.de
10904303,OV,Kirchlinteln,
10904305,OV,Ottersberg/Fischerhude,
10904306,OV,Oyten,
10904308,OV,Verden,http://www.gruene-verden.de/category/ov-verden/
10904400,KV,Wesermarsch,http://www.gruene-wesermarsch.de/home/
10904401,OV,Wesermarsch-Mitte,
10904403,OV,Berne/Lemwerder,
10904500,KV,Wilhelmshaven,http://www.gruene-wilhelmshaven.de
10904600,KV,Wittmund,http://www.gruene-wittmund.de
10904601,OV,Esens,
10904603,OV,Wittmund,
10904604,OV,Holtriem,
10904605,OV,Langeoog,http://www.gruene-wittmund.de/ov_langeoog.html
10904700,KV,Wolfenbüttel,http://www.gruene-wf.de
10904701,OV,Cremlingen,
10904702,OV,Sickte,http://www.gruene-sickte.de
10904703,OV,Elm-Asse-Fallstein,www.gruene-eaf.de
10904704,OV,Wolfenbüttel,http://gruene-wolfenbuettel.de
10904800,KV,Wolfsburg,http://www.gruene-wolfsburg.de
11000000,LV,Nordrhein-Westfalen,http://www.gruene-nrw.de
11000100,KV,Aachen,http://www.gruene-region-aachen.de
11000102,OV,Alsdorf,http://www.gruene-region-aachen.de/alsdorf
11000103,OV,Baesweiler,http://www.gruene-region-aachen.de/baesweiler
11000104,OV,Eschweiler,http://www.gruene-eschweiler.de
11000105,OV,Herzogenrath,http://www.gruene-herzogenrath.de
11000106,OV,Monschau,http://www.gruene-region-aachen.de/monschau
11000107,OV,Roetgen,http://www.gruene-roetgen.de
11000108,OV,Stolberg,http://www.gruene-stolberg.de
11000109,OV,Würselen,http://www.gruene-region-aachen.de/wuerselen
11000110,OV,Simmerath,http://www.gruene-region-aachen.de/simmerath
11000111,OV,Aachen,http://www.gruene-aachen.de
11000112,OV,Brüssel,www.gruene-bruessel.eu
11000200,KV,Bielefeld,http://www.gruene-bielefeld.de
11000300,KV,Bochum,http://www.gruene-bochum.de
11000301,OV,Bochum-Mitte,http://gruene-bochum.de/in-den-stadtteilen/ov-mitte/
11000302,OV,Bochum-Nord,http://www.gruene-bochum-nord.de
11000303,OV,Bochum-Ost,http://gruene-bochum.de/in-den-stadtteilen/ov-ost
11000304,OV,Bochum-Süd,http://gruene-bochum.de/in-den-stadtteilen/ov-sued/
11000306,OV,Bochum-Wattenscheid,http://gruene-bochum.de/in-den-stadtteilen/ov-wattenscheid/
11000308,OV,Bochum-Südwest,http://gruene-bochum.de/in-den-stadtteilen/ov-suedwest/
11000400,KV,Bonn,http://www.gruene-bonn.de
11000401,OV,Bonn-Beuel,
11000402,OV,Bonn-Bad Godesberg,www.gruene-bonn.de
11000403,OV,Bonn-Mitte,www.gruene-bonn.de
11000404,OV,Bonn-Hardtberg,www.gruene-bonn.de
